Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
0.3072916666666667,,,0.23979591836734696,,,0.7499999999999858,0.48684210526315796,,0.11428571428571432
,0.7432432432432433,0.8724137931034484,0.25,,,,0.27631578947368407,0.5743589743589745,0.04285714285714293
0.45833333333333337,0.2702702702702703,0.1413793103448276,,0.07758620689655173,0.4375,0.5,0.49999999999999956,0.29230769230769243,0.17142857142857149
0.05729166666666666,,0.05517241379310345,0.21428571428571427,0.17241379310344832,,0.5,0.7105263157894735,0.42564102564102574,
,0.4054054054054054,,0.21428571428571427,,0.5875,,0.4736842105263155,,0.20000000000000018
,0.43243243243243246,,0.06122448979591838,0.2931034482758621,0.35,0.2499999999999858,0.6184210526315792,0.47179487179487184,0.9999999999999998
0.2916666666666667,0.4594594594594595,0.04482758620689656,0.08673469387755103,0.3448275862068966,,0.2499999999999858,0.3157894736842106,0.24615384615384622,0.6857142857142857
0.20833333333333331,,0.031034482758620682,,0.3275862068965517,0.425,0.2499999999999858,0.513157894736842,0.4102564102564103,0.44285714285714284
,,0.31379310344827593,0.25,,0.6250000000000001,0.5,0.48684210526315796,0.34358974358974365,
0.18749999999999994,0.4594594594594595,0.031034482758620682,,0.6206896551724138,0.4375,0.2499999999999858,0.5263157894736841,,0.6142857142857145
,,0.19655172413793104,,0.6896551724137931,,,,0.47179487179487184,0.25714285714285734
0.32291666666666663,,0.05517241379310345,0.1173469387755102,0.353448275862069,,0.2499999999999858,0.6710526315789473,,
0.20833333333333331,0.48648648648648646,,0.15306122448979592,0.39655172413793105,0.49999999999999994,,,0.3282051282051282,0.05714285714285716
0.12499999999999994,,0.7379310344827587,0.15306122448979592,0.5172413793103449,0.49374999999999997,,0.6447368421052633,0.8,0.34285714285714297
0.32291666666666663,,,0.1836734693877551,0.4913793103448276,0.84375,,0.5263157894736841,,0.14285714285714302
0.47395833333333337,0.8513513513513513,,0.17857142857142858,0.603448275862069,0.6062500000000001,0.7499999999999858,0.4210526315789478,0.34358974358974365,0.04285714285714293
0.2708333333333333,0.35135135135135137,0.5620689655172414,0.0969387755102041,0.0,0.3,0.5,,,0.5142857142857145
0.140625,,,,0.5517241379310346,0.5125000000000001,1.0,,0.21025641025641023,0.11428571428571432
,0.4594594594594595,,0.1173469387755102,0.3275862068965517,,,,0.5384615384615385,
0.23958333333333337,0.35135135135135137,0.6793103448275863,0.2193877551020408,0.48275862068965514,0.5750000000000001,0.7499999999999858,0.6710526315789473,0.24615384615384622,0.15714285714285725
,0.48648648648648646,,0.13265306122448978,,0.6375000000000001,,0.3684210526315792,0.16410256410256413,
0.32291666666666663,,0.0034482758620689655,0.1377551020408163,0.4310344827586208,0.6062500000000001,,,0.21025641025641023,
