Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
0.2048611111111111,,0.6189111747851003,0.15932203389830507,0.2283950617283951,0.6799999999999999,0.7499999999999858,0.38144329896907214,0.44444444444444453,
,,,,,,,,,
0.30555555555555547,0.21978021978021978,0.11747851002865328,0.1288135593220339,0.055555555555555566,0.38666666666666666,0.5,0.39175257731958757,0.23456790123456794,
0.038194444444444434,0.49450549450549447,0.04584527220630371,0.14237288135593218,0.12345679012345681,0.37999999999999995,0.5,0.5567010309278353,,0.4736842105263155
0.059027777777777776,,0.30085959885386815,0.14237288135593218,0.45679012345679015,0.5466666666666666,0.5,0.3711340206185567,,0.26315789473684204
0.22569444444444442,0.3516483516483516,0.16905444126074495,0.04067796610169492,0.20987654320987656,0.29333333333333333,,0.48453608247422686,,0.9999999999999998
0.19444444444444442,0.37362637362637363,0.03724928366762178,0.0576271186440678,0.2469135802469136,0.39999999999999997,0.2499999999999858,0.2474226804123716,0.19753086419753085,0.7105263157894737
0.13888888888888884,0.3846153846153845,0.025787965616045842,0.08813559322033895,0.23456790123456792,0.37333333333333335,,0.40206185567010344,0.32921810699588483,0.48684210526315774
,0.48351648351648346,,0.16610169491525423,0.23456790123456792,0.5866666666666667,0.5,0.38144329896907214,0.27572016460905346,
0.12499999999999996,0.37362637362637363,0.025787965616045842,0.03728813559322034,0.4444444444444445,0.38666666666666666,0.2499999999999858,0.4123711340206184,0.6172839506172841,0.644736842105263
,0.2747252747252747,,0.20338983050847456,0.4938271604938272,,,,,
0.21527777777777773,0.8131868131868131,0.04584527220630371,,0.25308641975308643,0.5666666666666667,0.2499999999999858,,,0.8421052631578945
,0.39560439560439553,0.7507163323782234,0.1016949152542373,,,,0.463917525773196,0.26337448559670784,0.1315789473684208
,,,0.1016949152542373,,,,,0.6419753086419754,0.39473684210526305
0.21527777777777773,,,0.12203389830508474,0.35185185185185186,0.8199999999999998,,,,
,0.6923076923076922,0.4670487106017192,,0.4320987654320988,,0.7499999999999858,,,
0.18055555555555552,0.2857142857142857,0.4670487106017192,0.06440677966101696,0.0,0.24000000000000005,,0.3195876288659796,,0.5526315789473684
0.09374999999999996,,0.6762177650429799,0.17288135593220338,,,,0.6391752577319587,,0.18421052631578938
,,0.3524355300859599,0.07796610169491525,0.23456790123456792,0.9999999999999998,0.5,,0.4320987654320988,
0.1597222222222222,,,0.14576271186440676,0.345679012345679,,0.7499999999999858,0.525773195876289,0.19753086419753085,
0.18055555555555552,0.39560439560439553,0.28366762177650434,0.08813559322033895,0.35185185185185186,0.6000000000000001,0.5,0.2886597938144333,0.13168724279835392,
0.21527777777777773,0.39560439560439553,0.002865329512893984,0.09152542372881353,0.308641975308642,0.5666666666666667,0.2499999999999858,0.329896907216495,0.16872427983539096,
0.2048611111111111,0.3186813186813186,0.04584527220630371,,0.29629629629629634,0.3266666666666667,0.0,0.329896907216495,0.24691358024691368,0.9999999999999998
0.06944444444444443,0.39560439560439553,0.0487106017191977,0.08813559322033895,0.29629629629629634,0.36,0.2499999999999858,0.2989690721649487,0.40740740740740744,0.5921052631578945
0.30555555555555547,0.2637362637362637,0.2922636103151862,0.13220338983050847,0.3209876543209877,,,0.3608247422680413,0.48559670781893005,
0.09374999999999996,0.7802197802197801,0.7650429799426933,,0.15432098765432103,,0.7499999999999858,,0.3539094650205762,0.26315789473684204
0.14930555555555552,,0.6045845272206304,,0.3765432098765432,,0.7499999999999858,0.15463917525773185,0.24691358024691368,0.1578947368421051
